source_file,matched_addresses,sample_tx_hashes,sample_timestamps,file_size,sha256
01_ORIGINAL_EVIDENCE\Trade History\step9b_asset_transfer\step9b_review_outputs\step9b_review_memo.txt,0x24c8cf69a0e0a17eee21f69d29752bfa32e823e1,,2026-06-17T17:58:26;2026-06-17T18:02:34;2026-06-17T00:18:37;2026-06-17T00:18:37;2026-06-17T23:45:35;2026-06-17T23:45:35;2026-06-17T01:22:41;2026-06-17T01:22:41;2026-06-17T00:43:02;2026-06-17T00:43:02;2026-06-17T18:12:40;2026-06-17T18:12:40;2026-06-18T00:19:22;2026-06-18T00:19:22;2026-06-17T15:30:19;2026-06-17T15:30:19;2026-06-16T05:26:21;2026-06-16T05:26:21;2026-06-17T18:09:13;2026-06-17T18:09:13,5242,a1481967b5e83a17232390ea66d2e13a595af4d7790b0b9a2c58d6fd7243464a
01_ORIGINAL_EVIDENCE\Trade History\step9b_asset_transfer\step9b_review_outputs\step9b_top_counterparty_leads.csv,0x24c8cf69a0e0a17eee21f69d29752bfa32e823e1;0x665dcbe83796b5010279f0a38b197d65e0aaaf35;0xfcd0eadb24d78e016e88b9e2a7029e349ba6391d,0xadd8dcd714bc62a79e49e8a4d19c4d6377c48d45e9e30fba14ebd4c7f679a4fd;0xeb899613ca2a407d49037ff805079e3616b1b3e74127802e31251b3f466c7657;0xb4c84920b4ad4640954899992b1e83202f47e1be8c8fb70a98504933b145a02a;0x4f7ec608b45ee83fcb2ea9e485f6cf8f4c558102dca481a71aeae6a63ee61fad;0x4f7ec608b45ee83fcb2ea9e485f6cf8f4c558102dca481a71aeae6a63ee61fad;0x5ea925064aaad820140bc38dbc8122a5fa29cfcf6594dd452c53e0510054690f;0xc9ad384c919f1ff609c6b96f1a95e02a5d0fee4236229a2cceab1f10f5ccd5de;0xd60723a666e090971779b9e2b0da701ae9fb5ec5de280a0c1893c782af8c3451;0xb90ee31ed798033bde65ed0b526c2c70dba8ea9dfd1bf48c397b452ab98a7439;0xcfb9b307131c3cf88d5189de8d8a59d37f80410c14fd6dba0c6eddbc00cfe334;0x41627f25bd330472e375728971444c0759cb02b62f576a543aaf298421be3e70;0x41627f25bd330472e375728971444c0759cb02b62f576a543aaf298421be3e70;0x3bc4e252c214517a824c0add5982bf92a90bb31684cc1f7977f8f72147584d71;0x93eb6774d2ae479baef9f8d67cf46f8bc615945d0f35fc6172dce78ce93899ce;0x011c676bfdc3175da3bcfdaa25b74ec8c102d41588219589776ea8dca83cf4ea;0x7bf192317a75b09cbd2b37ad99af3dd8e79ce663663b9e55fdceb998c49ee9f7;0x699bd4a0c8cb7a14ade478a52aa9897c022be36eebd7467ef62e177fc8b53356;0xbae7061e4943f561687eb3427d7681a86069b45c12756969279c70e0e5020573;0x13cce3e79e79f241d3d01ff57cdd71aa224d800aa722a930622c065e9538f31f;0x03aabc618a1875e84b984158f409114db3bbc7dd349a0ed3353217a79dc59171,2026-06-15T00:00:03;2026-06-18T23:52:59;2026-06-15T20:46:22;2026-06-18T03:19:41;2026-06-15T01:41:40;2026-06-18T20:11:41;2026-06-15T01:33:45;2026-06-17T02:59:51;2026-06-17T07:39:02;2026-06-17T07:39:20;2026-06-15T18:37:25;2026-06-15T18:37:25;2026-06-15T21:50:18;2026-06-16T00:41:22;2026-06-17T07:50:29;2026-06-17T07:51:22;2026-06-16T01:31:46;2026-06-16T01:31:46;2026-06-17T18:00:22;2026-06-17T18:00:22,628960,50ed7abd37cb59d138366e293109480c07f1a22fabf1bd76ceea2e2e4db54801
01_ORIGINAL_EVIDENCE\Trade History\step9_ERC1155_TRANSFERS\step9_erc1155_transfer_outputs\01_wallets_used.csv,0x24c8cf69a0e0a17eee21f69d29752bfa32e823e1,,2026-06-17T07:50:59+00:00;2026-06-17T07:58:19+00:00;2026-06-17T07:56:41+00:00;2026-06-17T07:59:29+00:00;2026-05-08T23:48:34+00:00;2026-06-17T18:13:23+00:00;2026-06-17T14:56:11+00:00;2026-06-17T17:49:17+00:00;2026-06-17T07:56:41+00:00;2026-06-17T07:58:19+00:00;2026-06-16T23:53:38+00:00;2026-06-17T17:25:29+00:00;2026-06-17T16:36:05+00:00;2026-06-17T18:09:13+00:00;2026-06-17T18:12:40+00:00;2026-06-17T18:43:55+00:00;2026-06-16T13:11:01+00:00;2026-06-18T00:33:05+00:00;2026-06-17T21:09:05+00:00;2026-06-17T23:49:37+00:00,8430,dab658f1e389483e405306cfcc96c7c23d2526b3dfe11386aeb0e91db2e7aa58
01_ORIGINAL_EVIDENCE\Trade History\step9_ERC1155_TRANSFERS\step9_receipt_based_transfer_outputs\01_selected_wallets.csv,0x24c8cf69a0e0a17eee21f69d29752bfa32e823e1,,2026-06-17T07:50:59+00:00;2026-06-17T07:58:19+00:00;2026-06-17T07:56:41+00:00;2026-06-17T07:59:29+00:00;2026-05-08T23:48:34+00:00;2026-06-17T18:13:23+00:00;2026-06-17T14:56:11+00:00;2026-06-17T17:49:17+00:00;2026-06-17T07:56:41+00:00;2026-06-17T07:58:19+00:00;2026-06-16T23:53:38+00:00;2026-06-17T17:25:29+00:00;2026-06-17T16:36:05+00:00;2026-06-17T18:09:13+00:00;2026-06-17T18:12:40+00:00;2026-06-17T18:43:55+00:00;2026-06-16T13:11:01+00:00;2026-06-18T00:33:05+00:00;2026-06-17T21:09:05+00:00;2026-06-17T23:49:37+00:00,8435,338e26cf09e9a4d9d78503271903054f74e583ca8ba0db7df5af67f15464d24c
01_ORIGINAL_EVIDENCE\Trade History\step9_ERC1155_TRANSFERS\step9_receipt_based_transfer_outputs\02_selected_trade_transactions.csv,0x24c8cf69a0e0a17eee21f69d29752bfa32e823e1,0x3b5166eb8e10f7989cbb06aca8e9fe94ba716a2d3e046336052b4c7c28ea8b7e;0x087713ab2905e789c42c3fafdf747512f8d7883b7fab1ac554b703310c09d869;0x17c8f451ce69fe47f2c712e13658e76219beb55e057bf98316463ab485d47b98;0x9769f78cbc95a5ed11895e6064bac471d8fd8f930b260cf581b68d3f58630d27;0x7f2ae780d9cf4c2c0a4c041ae30781d97d74a857a82cec76d70b0aa74d18aa3b;0xda519921a7090298cbdc56ee838a403a5193c2b3f637aef3e154e52de7b5e79c;0x3ba6477ac683d554959be2760e23108dc403a095706c63ed56a3c7524d6c576f;0xd86a816093fcd0a0e1ca440bc5ce199bd3c5a8d6139e044b076958164f8c5423;0x7f2ae780d9cf4c2c0a4c041ae30781d97d74a857a82cec76d70b0aa74d18aa3b;0xda519921a7090298cbdc56ee838a403a5193c2b3f637aef3e154e52de7b5e79c;0x3b5166eb8e10f7989cbb06aca8e9fe94ba716a2d3e046336052b4c7c28ea8b7e;0x087713ab2905e789c42c3fafdf747512f8d7883b7fab1ac554b703310c09d869;0x7a0839699a4df24a3c1c1f85ceabc9c17862f825279dd1c3d886622e4422e463;0x6114a8a3f9ac214f48a7e20d169f1c7a5c84082cb6f7058ed9fe1137b11fd0e7;0x89d99185d35de52b3b918d5ca487eb3a0724bd50c2fb051ddf59a9818b72b0cd;0x20af55ab35186377b81219db6cb8615240cba42cea41731091be9484a5f5b122;0x5e30e64677fe630dce278053087ef375f81ad406611989f09c931d8ba65ea30a;0xd86a816093fcd0a0e1ca440bc5ce199bd3c5a8d6139e044b076958164f8c5423;0x20c750584e827c813327bc7bdf7752a3b246c40dd7c98560cb802cbb76faaf69;0x6114a8a3f9ac214f48a7e20d169f1c7a5c84082cb6f7058ed9fe1137b11fd0e7,2026-10-31T00:00:00Z;2026-06-17T07:58:19+00:00;2026-12-31T00:00:00Z;2026-06-17T07:59:29+00:00;2026-08-31T00:00:00Z;2026-06-17T07:56:41+00:00;2026-06-15T00:00:00Z;2026-06-18T00:23:05+00:00;2026-08-31T00:00:00Z;2026-06-17T07:56:41+00:00;2026-10-31T00:00:00Z;2026-06-17T07:58:19+00:00;2026-05-31T00:00:00Z;2026-06-17T18:13:47+00:00;2026-07-31T00:00:00Z;2026-06-17T17:49:38+00:00;2026-06-15T00:00:00Z;2026-06-17T23:45:31+00:00;2026-05-31T00:00:00Z;2026-06-17T17:49:17+00:00,2028933,7701ebc6e9f8a844745be3553f29654c3fbb797906fba7cf5c6c2d115a99e7ce
01_ORIGINAL_EVIDENCE\Trade History\step9_ERC1155_TRANSFERS\step9_receipt_based_transfer_outputs\04_receipt_erc1155_transfers_normalized.csv,0x0e5bd76779e74304d08e759072abf126d87da593;0x24c8cf69a0e0a17eee21f69d29752bfa32e823e1;0xa102b434ce441a3119e146f75ed6276ee1a836d9;0xd1c769317bd15de7768a70d0214cf0bbcc531d2b,0xbbc6689d0f6d57ea42168836712237c7308b3e0118c8914d31b6126d0f3254c5;0x512c4756976c2db6d2c2594fe71c80d44b6e619b96b3f24e38643d794f1aa622;0xbbc6689d0f6d57ea42168836712237c7308b3e0118c8914d31b6126d0f3254c5;0x512c4756976c2db6d2c2594fe71c80d44b6e619b96b3f24e38643d794f1aa622;0xbbc6689d0f6d57ea42168836712237c7308b3e0118c8914d31b6126d0f3254c5;0x512c4756976c2db6d2c2594fe71c80d44b6e619b96b3f24e38643d794f1aa622;0xbbc6689d0f6d57ea42168836712237c7308b3e0118c8914d31b6126d0f3254c5;0x416c64a2ebfa8d840b1b6ab88a5540b69ccb411ec5697607eb4df7b2c8355c56;0xbbc6689d0f6d57ea42168836712237c7308b3e0118c8914d31b6126d0f3254c5;0x416c64a2ebfa8d840b1b6ab88a5540b69ccb411ec5697607eb4df7b2c8355c56;0xbbc6689d0f6d57ea42168836712237c7308b3e0118c8914d31b6126d0f3254c5;0x90cf47f10e510de7dbf37b099563b45034539d3bd2da8fc27c709d86c2c215d4;0xbbc6689d0f6d57ea42168836712237c7308b3e0118c8914d31b6126d0f3254c5;0x90cf47f10e510de7dbf37b099563b45034539d3bd2da8fc27c709d86c2c215d4;0xbbc6689d0f6d57ea42168836712237c7308b3e0118c8914d31b6126d0f3254c5;0x5689058839f84bf5a9d8c08f8a1a99c95658440a99f887929c8b17b78cf571f1;0xbbc6689d0f6d57ea42168836712237c7308b3e0118c8914d31b6126d0f3254c5;0x5689058839f84bf5a9d8c08f8a1a99c95658440a99f887929c8b17b78cf571f1;0xbbc6689d0f6d57ea42168836712237c7308b3e0118c8914d31b6126d0f3254c5;0x5689058839f84bf5a9d8c08f8a1a99c95658440a99f887929c8b17b78cf571f1,2026-04-22T14:01:36+00:00;2026-04-22T14:01:36+00:00;2026-04-22T14:01:36+00:00;2026-04-22T14:01:36+00:00;2026-04-22T14:01:36+00:00;2026-04-22T14:01:36+00:00;2026-04-22T14:59:18+00:00;2026-04-22T14:59:18+00:00;2026-04-22T14:59:18+00:00;2026-04-22T14:59:18+00:00;2026-04-22T15:00:20+00:00;2026-04-22T15:00:20+00:00;2026-04-22T15:00:20+00:00;2026-04-22T15:00:20+00:00;2026-04-22T15:07:18+00:00;2026-04-22T15:07:18+00:00;2026-04-22T15:07:18+00:00;2026-04-22T15:07:18+00:00;2026-04-22T15:07:18+00:00;2026-04-22T15:07:18+00:00,4037377,f513b022664b7e743b62a41b5579aacb0472a35c2ee76c00df6156ffcd684f32
01_ORIGINAL_EVIDENCE\Trade History\step9_ERC1155_TRANSFERS\step9_receipt_based_transfer_outputs\05_wallet_market_transfer_summary.csv,0x24c8cf69a0e0a17eee21f69d29752bfa32e823e1,0xd86a816093fcd0a0e1ca440bc5ce199bd3c5a8d6139e044b076958164f8c5423;0x0008f302b4ed299f464ec23189a54595f3178fcb0de212db6662bba75d1d2e11;0x0180f674328f16e5305735495fdd07d62d2c849873baa6c5de8d621bd6f58087;0x1546772f516d6258e33bec4dbb75faefcc9f16f288bb6549990b45301fe2d55d;0x1602b40ce869a291252ba7a494a17dbcc6dd1b3b8b6778f56d5ad4d17316d6d4;0x16dd813086c71b641ba75318aaaed8dc4167430766254f4465f73363b9ccfb86;0x0e4a0c937b8934c2475613b6322b3f8edc8dedc24762e01e42b0e6f87424a089;0x01a9ac1cdd0257d3bd5e9d515946ce41324b52665fb66a9ff8863e19e6ce02d9;0x0a152aecc41bf01c67a337a28cc0a8b765492d1b00109dda1347fc2363f7d72b;0x0e56a06ed48041e37786de9ce7733f4ba5a395c09d96c9f0b7b50f50ad6f710d;0x122fe466aa1298c4c8dceb8ec5a9b39c414c5f266855f4e829c109af33c9a7eb;0x134debb4459d134fdd2ae45a3d164f8a92398faef867e7a560f0255159deae23;0x6114a8a3f9ac214f48a7e20d169f1c7a5c84082cb6f7058ed9fe1137b11fd0e7;0x0903caac71f888a524a23aef79a353001b1c4c5128b9c6cdabdbb46b8f5c9773;0x111e0d3cf1a861566d397090b0ed63d963787bef388bc96d3c25919ac75921e8;0x1509f6fdef97c5ae5efdb0977d02f31d41d9edb30c7b8940f566f897585b0676;0x1ee44340940e102633a5cffed7ca20672f0af32bd229702a1de2f5aee88d90c2;0x20c750584e827c813327bc7bdf7752a3b246c40dd7c98560cb802cbb76faaf69;0x6114a8a3f9ac214f48a7e20d169f1c7a5c84082cb6f7058ed9fe1137b11fd0e7;0x1bd506119be5b3007c1c0ae96d992f3ef68ea10e5e5afb68e38d7d80e9332498,2026-06-17T23:02:37+00:00;2026-06-18T00:23:22+00:00;2026-06-01T01:56:16+00:00;2026-06-01T02:35:32+00:00;2026-06-17T16:21:25+00:00;2026-06-17T17:49:17+00:00;2026-06-17T18:13:47+00:00;2026-06-17T18:43:55+00:00;2026-06-17T23:22:26+00:00;2026-06-18T00:15:40+00:00;2026-06-17T17:29:25+00:00;2026-06-17T21:54:14+00:00;2026-06-17T14:58:34+00:00;2026-06-17T15:04:40+00:00;2026-06-17T19:03:22+00:00;2026-06-17T19:44:41+00:00;2026-06-17T16:36:05+00:00;2026-06-17T18:09:13+00:00;2026-06-17T19:28:14+00:00;2026-06-17T19:28:14+00:00,92548,51063d25a56035a9c11753b98ad73278c38f9dfde1b1bb12197347b13f64fbaf
03_PROPOSED_EXHIBITS\Deep_Relation_Miner_TOP12_UMA_ONCHAIN_DEPTH4_V8B\cluster_summary.csv,0x05d184b066d72cd42a1fe0fb880c3d4a0adbf8c4;0x099af188e9c68b91617efe4b09ee8cd90ba4c63d;0x0afc9a935960948ed35e50ac7639cbb38e840b38;0x0e5bd76779e74304d08e759072abf126d87da593;0x2108a6d1f32d1a932431d64e3328d1d45bd0520f;0x24c8cf69a0e0a17eee21f69d29752bfa32e823e1;0x260d417fbd1716b1375cd311f8a6677c4a780b3a;0x28547904c8fd224074a349a2313ef852e29e0414;0x2ec20e5aa17f736060356f6b186208d5ce0ab4b4;0x2f8320c2dc28681aa5bbf92e79c37be656a7d5f1;0x487a5bbdc6091be0e27c0e8ea283047d94862538;0x4b8aef878255f6242606fe5e73d659004f5a34fa;0x52764dd44eb51b0d21cd08e5497035f256ea7754;0x52e5a051ecdb72c973efcba97d375e0d1eea920a;0x54b74d49cbfb92343e4607f260be721b208b4dfb;0x6564c6c44ef87e3bb32d7987317869817380340c;0x665dcbe83796b5010279f0a38b197d65e0aaaf35;0x66ca133ec691ca210251fcd4c963ba220515225a;0x672f13d830d3617efea21c2ec7f4bda5d2c27fcc;0x6fec0fd0e5562f0ca9a709417d4492aadac43be3;0x82a7183f93447d7a8ff5b4bd08eb0d74de266ed8;0x8548682e561668a51f99124d998db97ff326e67e;0x90ca00f0a7c263ce9e8a9af5ad044cd4dc9c1a4b;0x95cd0e455cf41e9f8cca8eee488432f3f10f29b8;0xa022ba0a68e11a78348382ff168601012d4d77f8;0xa102b434ce441a3119e146f75ed6276ee1a836d9;0xa4b366ad22fc0d06f1e934ff468e8922431a87b8;0xad0b860664a781cc164fc8ea36f81567ebec2c5f;0xaf4c815cf13bc8671a2a12bde62aabec24651ccc;0xb21be96dc75717272402ef97a5cc144544263e3c;0xc03808e0af01563a739e408268d5517dd7d710f3;0xc33780d8841dd80fe3de83bff881218372c3d42c;0xc4d1a863e9cc45d02ba22d3a1ae9ba7822018ce8;0xc636da66cfa5c363c4785835069dcaf85ab91feb;0xc6587b11a2209e46dfe3928b31c5514a8e33b784;0xc8ab97a9089a9ff7e6ef0688e6e591a066946418;0xd08f50a9c65678bf92236c5ebe58028234a7fdb6;0xd1c769317bd15de7768a70d0214cf0bbcc531d2b;0xd2a78bb82389d30075144d17e782964918999f7f;0xdb2808ed6cf0b8b9686222689cf4f6e88e42b80a;0xeaf0f2eab859d1036ec14f8c4a1a7da8e4ef6aff;0xf1539247af59b16517377a859bcd0d9c7eac162c;0xfc204fcfd2a579157898a212ea25ac98de2b1e1c;0xfcd0eadb24d78e016e88b9e2a7029e349ba6391d;0xfec2ade141272f5271febadfca5d21ca30fc04a5,,,6044,12ce430b11a14839520e312dfa7364234ea75893212b01999dfcb071596e2bf0
03_PROPOSED_EXHIBITS\Deep_Relation_Miner_TOP12_UMA_ONCHAIN_DEPTH4_V8B\high_priority_leads.csv,0x0e5bd76779e74304d08e759072abf126d87da593;0x24c8cf69a0e0a17eee21f69d29752bfa32e823e1;0x28547904c8fd224074a349a2313ef852e29e0414;0x52764dd44eb51b0d21cd08e5497035f256ea7754;0x52e5a051ecdb72c973efcba97d375e0d1eea920a;0x54b74d49cbfb92343e4607f260be721b208b4dfb;0x665dcbe83796b5010279f0a38b197d65e0aaaf35;0x672f13d830d3617efea21c2ec7f4bda5d2c27fcc;0x6fec0fd0e5562f0ca9a709417d4492aadac43be3;0x82a7183f93447d7a8ff5b4bd08eb0d74de266ed8;0x90ca00f0a7c263ce9e8a9af5ad044cd4dc9c1a4b;0xa022ba0a68e11a78348382ff168601012d4d77f8;0xa102b434ce441a3119e146f75ed6276ee1a836d9;0xa4b366ad22fc0d06f1e934ff468e8922431a87b8;0xc33780d8841dd80fe3de83bff881218372c3d42c;0xc4d1a863e9cc45d02ba22d3a1ae9ba7822018ce8;0xc6587b11a2209e46dfe3928b31c5514a8e33b784;0xc8ab97a9089a9ff7e6ef0688e6e591a066946418;0xd08f50a9c65678bf92236c5ebe58028234a7fdb6;0xd1c769317bd15de7768a70d0214cf0bbcc531d2b;0xf1539247af59b16517377a859bcd0d9c7eac162c;0xfcd0eadb24d78e016e88b9e2a7029e349ba6391d,,,10802,5ad927234221948b8ea9959d4f5f5309f20d1a50c5b04f5aad0fef613b663c91
03_PROPOSED_EXHIBITS\Deep_Relation_Miner_TOP12_UMA_ONCHAIN_DEPTH4_V8B\nodes.csv,0x04b81d0480d5899b7d1460fa5036b66415ecdb57;0x05d184b066d72cd42a1fe0fb880c3d4a0adbf8c4;0x060b1eb582790cdfa8e56afebfc4fcafcd2081fa;0x099af188e9c68b91617efe4b09ee8cd90ba4c63d;0x0afc9a935960948ed35e50ac7639cbb38e840b38;0x0dd7762e2fe09c9ee2f5acdea19c102f7c16d8c2;0x0e5bd76779e74304d08e759072abf126d87da593;0x0e5f35f0c4395e19a26f05d10d971efb0ed20049;0x0f8fe8e8b7ad38615904a08e821e875fa19d8b67;0x126db3213b309a8d554594e591e614425ccac78e;0x18f7f5243263e84ee8de50ca6c704b3415669222;0x1a0d30c0d36ec7fbd1082ce54443acb68ddaf351;0x1cee194da1eefe344fb2e7f46fab7d3a65c078e5;0x1de746bb64222c304b38f84613745323cb6c7fc1;0x203f9674be9782bc4b194625ee9dc6800e65b2d8;0x20ec3d7739fc8ba82014a9cf0a771b427e0b56c0;0x2108a6d1f32d1a932431d64e3328d1d45bd0520f;0x240d2243d90e8968d0c8e807202bc8a2de0dc53c;0x24c8cf69a0e0a17eee21f69d29752bfa32e823e1;0x24f16d0cda8c2de21c762e0295c28d7249a972a4;0x260d417fbd1716b1375cd311f8a6677c4a780b3a;0x27064cc4fe5bd5a20d0e5a21390a45f5a44bf7d3;0x28547904c8fd224074a349a2313ef852e29e0414;0x2c26767989d49215d249e6d36f8e3fe2717f7dbd;0x2d51f7645dd96bcac85a62a3affd70a419776f52;0x2ec20e5aa17f736060356f6b186208d5ce0ab4b4;0x2f8320c2dc28681aa5bbf92e79c37be656a7d5f1;0x30b2daeb3757b6c7462cd0d776828f8d7398be50;0x33965f7d08f61a62b86c1ab9be5d82c42f4c3081;0x342f40fc637e631f669a5b38fa4fc94dcdd7dbed;0x35a7f9db799649908688826e06ca754ea0153724;0x419d955a9c3df6a1b9eb3ebf2d21a3c63a8d57ef;0x4431211df49f9a51cbba89467a524985cc809080;0x44a836d78305a80a45a203addd0fb82485dd16bb;0x47a40a367b3298be3da3bde3994c5342e26f368b;0x4863fe62d4cd3718bc0c104ec0cb45052d41e44f;0x487a5bbdc6091be0e27c0e8ea283047d94862538;0x48f87ad9d4532b1db5fef365a56d8035e88579be;0x49b3fb1b5e6c6ae2a0f15de68f73f9e5cf99bd78;0x4b8aef878255f6242606fe5e73d659004f5a34fa;0x52764dd44eb51b0d21cd08e5497035f256ea7754;0x52e5a051ecdb72c973efcba97d375e0d1eea920a;0x53a30736a43c413edf5c13f049d34d3dd57b7128;0x54b74d49cbfb92343e4607f260be721b208b4dfb;0x5869458f360d8c1ce49e35fccb3d0a1f25e8d533;0x5db732749c6871540f481c15ebf353fc03c225d3;0x6147d56b02fabd35cd9fc2b80a60276cdf089521;0x6391098e7404210be5b4b67c1bb6c1bdf4be194a;0x6564c6c44ef87e3bb32d7987317869817380340c;0x6573e30ee0ad46bc9afa0c2adb0d3f147d658efe;0x665dcbe83796b5010279f0a38b197d65e0aaaf35;0x66ca133ec691ca210251fcd4c963ba220515225a;0x672f13d830d3617efea21c2ec7f4bda5d2c27fcc;0x69d0341d380a1229f4751a0a721345dbc716586c;0x69d0a6ccb76f3f7ef96dada03b01b555e76fa819;0x6fec0fd0e5562f0ca9a709417d4492aadac43be3;0x744c2f5fadbc305d20fc91274b71a6896d294946;0x79c8039c0cfbdc3cdf8d66efb1ad2836e698ea3c;0x7baa3b328603535006d76d7b80af7260fd8a946a;0x82a7183f93447d7a8ff5b4bd08eb0d74de266ed8;0x82ac3585ab4c876acf7bc28cb6833a65ba7ec7db;0x840bf8f06b175aa001b85cdb68b3378e8b14946f;0x841499f8f5f869c20886d581641dc181e9c6b672;0x84252729ed32fa0fa1b454b8f58b71758239d627;0x8548682e561668a51f99124d998db97ff326e67e;0x89bebc6265fa32861e38ae26e112aa4694b9103a;0x8b64673c9a482913a6e2c1298637532947cd96ee;0x8bd7b5e860998607715da42944cc9de3486a3ae2;0x8d47cd9b8b015b0f3865e8ee0b96b8125bb1f483;0x90ca00f0a7c263ce9e8a9af5ad044cd4dc9c1a4b;0x92d76b5d5ee767a4a90719a9a910936dc4006fc6;0x95cd0e455cf41e9f8cca8eee488432f3f10f29b8;0x992837530c9980e3db3d5ef9baf9fc3390408cee;0x9b8f31d4a132cfd3425eef49076e56e60dc1ed2f;0x9bc114cbdf47021f15416e720bc71b5341120e87;0x9e307d74b79af7930608065b9ce24b20ed2a0d35;0xa022ba0a68e11a78348382ff168601012d4d77f8;0xa102b434ce441a3119e146f75ed6276ee1a836d9;0xa4b366ad22fc0d06f1e934ff468e8922431a87b8;0xa4c8e8d8983e53381b25967659a368f8e108aca2;0xa4d849e3b972088f72ed2899f2945410cd784ba7;0xa7b9d5fc54eb3ffe1985a10e28d045a9b89487d0;0xa8e20d1b16c2821c2e17a58eb9c92c2ec7699283;0xa9b0d5c5e012cb47dd473fe3cea272b5f716c344;0xad0b860664a781cc164fc8ea36f81567ebec2c5f;0xaf4c815cf13bc8671a2a12bde62aabec24651ccc;0xb09080c5ac5adc483208dfbe22f8684eec907c17;0xb21be96dc75717272402ef97a5cc144544263e3c;0xb397dee549e3fdf24c82b72707cb6fcd849d214f;0xb6e74e6fd559f9207679d128dddbb35b9042a166;0xb731ccc5f62e99ea25220bfd73c3867bb5205790;0xb7351893b4108a62cd765cdaa8ed6e8544e9bbf2;0xb73812cce6f5cb7ada40a134b4b16aefbdbb9472;0xbec3396836c22ed69945d4951ca3fe7c2f520ff4;0xc03808e0af01563a739e408268d5517dd7d710f3;0xc12fa1c74c5d97c8eae9c16ab9df28837d9d39ee;0xc33780d8841dd80fe3de83bff881218372c3d42c;0xc4d1a863e9cc45d02ba22d3a1ae9ba7822018ce8;0xc514ee0ec7d8cd86d32b60cbbe753f115959ed00;0xc636da66cfa5c363c4785835069dcaf85ab91feb;0xc6587b11a2209e46dfe3928b31c5514a8e33b784;0xc8ab97a9089a9ff7e6ef0688e6e591a066946418;0xc9e8233c2c5476cda4f96595bbb3a9d117168df5;0xcd16c08f73cd87558304ce2209fca69ac5885e69;0xcf2e28e5e57461254b8b254ae6d03c89d19bf743;0xd08f50a9c65678bf92236c5ebe58028234a7fdb6;0xd0a530121747b005af6bed69426092cb525713d5;0xd1c769317bd15de7768a70d0214cf0bbcc531d2b;0xd2a78bb82389d30075144d17e782964918999f7f;0xd48010de315e10d071853b1466f0c273e766fa07;0xdb2808ed6cf0b8b9686222689cf4f6e88e42b80a;0xdd2cb8c9b8fccdc366ae60f4fe1c99813ec0d18e;0xe348855eba9f8b179fe379dbb6f776e40f46484c;0xe36b79317a75b08384c33d21197c7e3273886873;0xe42088fe251e3173e680f4b4a7f3942e5b8b021a;0xe6643d4bc9ef9a7b4a1d52a5d6b7df97daf6431e;0xeaf0f2eab859d1036ec14f8c4a1a7da8e4ef6aff;0xed92d127277fae0dba3490b724f81dcb95a8a7b0;0xefe1fcede58d10606e89fdcf7539035686c7e2ad;0xf0027afb0cfbaae582e21d96e2761b0b07bfbfb2;0xf0180d4561dbaeaac3b96b7491bfafc94cea4069;0xf1539247af59b16517377a859bcd0d9c7eac162c;0xf39695c39eacdf81d146ce6667e81476ea9b3fa7;0xf659a672600f7c9f6fac317f884f8c76357fd48b;0xfa93e76bb7de1071d6f9c0f77af883c2a944b2d1;0xfc204fcfd2a579157898a212ea25ac98de2b1e1c;0xfcd0eadb24d78e016e88b9e2a7029e349ba6391d;0xfcfa494c13409172109f161c428499b39682ffa4;0xfd8355b24ab8815ca2d76d1e495dc29b4330241f;0xfec2ade141272f5271febadfca5d21ca30fc04a5,,,10642469,79c66795348e11fb6950d31bbc5ce03aa877fa0d484ca9b0756ee39c322dcb17
03_PROPOSED_EXHIBITS\Deep_Relation_Miner_TOP12_UMA_ONCHAIN_DEPTH4_V8B\paths_to_uma_vote.csv,0x0e5bd76779e74304d08e759072abf126d87da593;0x24c8cf69a0e0a17eee21f69d29752bfa32e823e1;0x28547904c8fd224074a349a2313ef852e29e0414;0x52764dd44eb51b0d21cd08e5497035f256ea7754;0x52e5a051ecdb72c973efcba97d375e0d1eea920a;0x54b74d49cbfb92343e4607f260be721b208b4dfb;0x665dcbe83796b5010279f0a38b197d65e0aaaf35;0x672f13d830d3617efea21c2ec7f4bda5d2c27fcc;0x6fec0fd0e5562f0ca9a709417d4492aadac43be3;0x82a7183f93447d7a8ff5b4bd08eb0d74de266ed8;0x90ca00f0a7c263ce9e8a9af5ad044cd4dc9c1a4b;0xa022ba0a68e11a78348382ff168601012d4d77f8;0xa102b434ce441a3119e146f75ed6276ee1a836d9;0xa4b366ad22fc0d06f1e934ff468e8922431a87b8;0xc33780d8841dd80fe3de83bff881218372c3d42c;0xc4d1a863e9cc45d02ba22d3a1ae9ba7822018ce8;0xc6587b11a2209e46dfe3928b31c5514a8e33b784;0xc8ab97a9089a9ff7e6ef0688e6e591a066946418;0xd08f50a9c65678bf92236c5ebe58028234a7fdb6;0xd1c769317bd15de7768a70d0214cf0bbcc531d2b;0xf1539247af59b16517377a859bcd0d9c7eac162c;0xfcd0eadb24d78e016e88b9e2a7029e349ba6391d,,,10802,5ad927234221948b8ea9959d4f5f5309f20d1a50c5b04f5aad0fef613b663c91
