from_address,to_address,asset,token_contract,category,transfer_count,total_amount,first_timestamp,last_timestamp,tx_hashes,token_ids,from_label,to_label,relation_note
0x4d97dcd97ec945f40cf65f87097ace5ea0476045,0x24c8cf69a0e0a17eee21f69d29752bfa32e823e1,USDCE,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,erc20,61,800669.6180179999,2026-04-01T01:29:53.000Z,2026-04-03T20:10:07.000Z,0x065bdee4ba24a9d495d9187c527addef8a05b7138dadcfbc0aa7d3ba036f36fa;0x09b7f45690efc843ded175d4cc06b3f5eb40ae6592644edf4c89b5b4e48218b1;0x0fb9169a117cd3248b28fbde88794aff010366a8ca469917324918bce61e59c0;0x10d6477a43dfd422790813eff25a517365ad934766666fbc48283193c3e3001b;0x11851edcf12869e47d3e929634e3175e17f6437a906820b2c305e146d662b8f7;0x118ff3a0bc515171c702164451f788107ce5443e2e1c24bf1c4c87cbe0808b89;0x13177804fe1d1ba0bdc74a15d7e4aa2055160ac2ea87100f5ad2aa86877fc677;0x1b15413542703b3c88cab5dab4b415964d742bb7776c72270aee6f3509623091;0x1baac10525194e388b0abaf43dfea45a427a13a485ca4d06bdaa44f2138f0fe5;0x1c17c1d6b1f7c2c0dc7ac606c02e84cd321a85731a7dd5a0b15bb1792fee1ecf;0x22d0c0a18d7ff6bcc745252c0ab098300f3e7f9e09041bfba2ab06046dca52f4;0x2ab46b5c9e55ef410831545f39c1b3b82f81503f56d50333a881c84419c5803b;0x2c24c3fb54d36847e0c54ec8dbdd8973609155e26eaac539e53e3deb6713304c;0x2f19c2770222f2797c9a6e099f4f23305ffb798ae98489ca23f7ac75afa398b9;0x3027428c131c99365fe9f76c4e964f40e7e6bc34f81ac099d44169977f785cf0;0x327b1c9a34bb68657aa27221ecceab8093b25f82809b9af13ad94d0747e61db8;0x33f9be2788153bd91766725028873b77ce876bb7e7fa6e944942c1fb7d52e1c5;0x36ab805946845aaa52be08e9204b06dd488246814dabf9f7ce114d162a144c6b;0x3acb8cb11e09b51945a94c04ebb4ce43aa98a5bf75166760e029d2ecd9a11198;0x425e39697db26a94ce15d24e60735ff029867e3dbc3d73708219700fef88d3f8;0x4327c3de681d3ae20aac1977626c554756cd80cd55f77fc6b6762f469d0d0c5b;0x4b785fb3bf5c86e1c7080b16e8db75979be968fadb8195911870be1950a56ab6;0x4e8ae81f3076b54adb3ce3fdc22175421210cb8f41d2be70af312891f7b9f34e;0x4ecbb3fcbe5c9dbb76d3c9de618610389a5e672d4f2d5ba87c9b11228e0eaf2b;0x52ddb63eb97de394cec3784631139b31d0171cf7661c697e98dd6149a9a7499b,,protocol_conditional_tokens_ctf,debased,Non-standard asset; review for spam/noise before use
0x52764dd44eb51b0d21cd08e5497035f256ea7754,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,MATIC,,external,60,0.0,2026-04-01T02:43:33.000Z,2026-04-30T07:09:50.000Z,0x0a23bd6eed9d24b1843224138220e252a5660394ab212430a530225510792018;0x0c211a7a81679a449cd70e53e08fc445ce2e75a5b7d49a0f8c892f75db7b73e1;0x0e7a2bc5ad169e0c320cc8bced9ea131b6574a04f65412014d24bfd7bc7dbf0a;0x0f081253b4aa1ce3409817438e3bdd11a6c8b5c3c01b29fc9804169b7a0fd0ab;0x122b1c6e0aebed092d2f1dec0dbe640a64d3f4ec0cbe30b53d91d5e8262411b3;0x13fb08181fe6b2561242698aacc4ef61d13bde39f3789e48158c7802acdff282;0x171d3450c4ca353d516cef8461ac12bd0fe4f466c71291adf8480c77694c2094;0x1d051006edfab0054a5f7b7e0267a7b76700a25c3099747799a26711b3fe28aa;0x2215871450298b695ca3109e69810b9937f06e1cefef17bb88e0e9a3371ee58f;0x2492687af5e9bf36091c7f0285bb2fa7356fd732f5567b9ccc7c376959d994a4;0x307a17ac6f3eaddf67c63b062531b64a663667b61219cf9877d928e12acd9d11;0x33e2097c2a4fad1756bc5915c10ddb1ed5ccbc0962e2720ac92e61c72886e422;0x381bcf8b41bcee82b53a6284b422a471b860ba5ba76063ef9641486d4515ba8f;0x3f240ef6f74bf3dba12db47234562b4fb5bc5e168db8d52cc94fb5918d916825;0x479e1f99f11a32d031cbc5a7118193b9d5f640a238d633a148da08bd171b5ed1;0x4894d9549cc255f3258d8026165ef54dd12042d2984251af40cd230c6dcaab48;0x48d1f8626ae9c05e84c42379b3b7a4224d7979cad527e59904d22f80b1f30c8d;0x53d54f8bef9371a08259edd5ee29dedc23c87124ef516a399d67788751146823;0x57383295c52a2daa792dc613e4191df00ec26b86f269ecf5bc20a3397a28fd7e;0x58f64a09c9cd8a936445a02e542b95cac9f0aff5338eac2ee6d987ee537b98a6;0x59555ee775aad81302d17996da5d03d79db27ede62e98e25595677dab3df7bfa;0x61c3ce15cf88c7ed4ece027006c1176225a0c2294e5c77dc6dd6671d0447aed2;0x6310985e904ad98c84981df3ac9f11ff70c74d424b155e047e1dcf23a1b0da72;0x67519b1f74f5634acbc125b43b8c97b4fc91d99798c2792cbeeaaf80ca9d9c3f;0x737a59b6e998088d23d74f9728f96bc3320af7fb5a795f16917a77f2a4826a8f,,uma_top_proposer_5276,protocol_usdc_e_polygon,Meaningful asset transfer lead
0xc33780d8841dd80fe3de83bff881218372c3d42c,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,MATIC,,external,49,0.0,2026-04-19T05:57:36.000Z,2026-06-05T05:54:24.000Z,0x062fb814029e03839e9dfaedb4193cb968947b0184bc34e3206c4e0da9fdbc7e;0x080e401478c1975eecce932aec083619eb8838f9c8a4d608a82fae72c2d21ce5;0x0a0112d278a351ad391444f9afbabf8f3137e7e0877f0d989598b2bf33f5fb77;0x1329c911d93301f3269c2c64de31a05745f7b17ab1de2432ba53a67d4f9da2c4;0x19ce95cacf658a62d166714e4a7f1ca7219bb4d05762f416eed3ba50cbdb406c;0x24de243f92d5615b1262e7cefd390a42d55f3707bbb37d55fdd9bc3b712ca421;0x2835a482fd05c55a23509862d2025b19220004b687121196e2422639ca6ada54;0x284605eef5e1b419ee4aea474f8c55df0283069df19434370321b4b26f5dd0e4;0x2949ba9277f4a6bcc7fc79d442691dd7b0edc67f566dde4e30467dcd012db4a7;0x355517168c5927eb7366071dd570156d9c31a8eb9b3599f32f876d8d933b20fc;0x365c1e4396db58e21cc9c27ef6e3e47d2f1288a47b18c001eb614f21245eb79b;0x44ce8687fd5ceb2e6de6dec2d1e8a2c24e70475a064683f857eef0a86b454a1c;0x455e5323d8c19ca8b6dd97824b31dfcc92bc069d3f58f7175ff00395bb987ed9;0x457e594d4722d44799546e0c28c4557528d8735c763da138af9e0e3ee988704e;0x47facfab249307504fa164429fa9cbdb00ce69abf3044036384be7e7e8a21bc7;0x4ad91bd982470cbefd830a14f9cb2d99cf686e633ac0d223323df9e24eabfd10;0x4e8253f43b4e76ac05a36e2bb36bb8f1a59175e74516d78c1465a52a79fac28a;0x5cae0ce66835059b739244dd89278faa85c85f49dd55005424e4c8a220faec15;0x63e59c3ea3df1dabd6a541c902d9ecbdcf474090839ecccadd6e95df05366b25;0x66e7de5c937de144239c33108a61af24588330f250a8fb074e270d8d42f2af8e;0x67f2d8d5f7e8c3772b37ab6afa28245322debb5b908fcd7c5ecdb3caed5cb204;0x68523cbfef1400f198d91b32d96267c15baa2ce9077236fc3517d844bf846cfe;0x6deaa9641ae16e1d2d15a542e111a28597fa82f98eb3819d9c3486d5e7665892;0x6f405642c6265665d397542f9a3b681421d6f07b06952202038c8c4719f0f615;0x715c5bc2384ac8fc777bcc407957c66ad56490775c767b2045cc4f8e8d18c26e,,uma_proposer_c337_linked_to_secretscent,protocol_usdc_e_polygon,Meaningful asset transfer lead
0xacff32f36054e039003c7925f7834360531f1f9a,0xc8ab97a9089a9ff7e6ef0688e6e591a066946418,MATIC,,external,46,0.0,2026-04-01T04:28:27.000Z,2026-05-06T05:22:58.000Z,0x09ad3fe5233c7817c1f2c80f82872d0f9490d03f0a0daebb2f5ab5b06492ecd2;0x10f4a50282002eaf113d829aefa7b93a4cbe1569ebcf293cc6643230dfed4645;0x263878f8cf19fab5ec4d63cf49939c28e1efdaf820c3bddf303301089ebdfdbe;0x3e6ec459594ae2e1886e0d11c13210202f519e862c85c415e808740aa09c7a4d;0x4eb4fbadc485b92948e394a6bea56c1d6bcbd5497e4e1dbb056bfe36e99fce16;0x55896f3be4e66c70543bb7bd9435c32f61f1ccec0a9c659aff535820892ac85d;0x5662b2c5f9f200eccbc64d5e3ff7514d7a5c160be3390faf70ba34289a986332;0x5a997a4e5afcaa67895d7ad6754cbaf62d0382f9ccc9e075d176be8f86bc849a;0x5b552b7d686cccca987f31d41ed19bca7aff6cc67b56acc9a615935be41fd8e6;0x5bb3f2343a831a8f42fbbb7023b7e98953a33fb0131122d3d4fdf76146f42257;0x606dac2a3b5527df31e3a6ec525ee36380c91673f54c4b00280cb575de635d5d;0x608d08a3f7991b0cb90229b112684ae2443123a3402799352b0c568166dd69cf;0x6139023729c65ea93219e127db1a06c86a7beeb78c1c843642770f5576d2c6e3;0x61fcf9188e06db46f3201b23a9134459007ba3c315643b3cc5e8d030afe4edfb;0x655fa6a4044cccb5c87676783f0cdfeab95ba0a6dee2f6ea7cd6d29aca83fe13;0x6b3fc1fb6c9e65813946a35cea19f85dcd5614cd23528a69e3e5e01543c8a49d;0x6f8709d3327160c98d5c3850bd0085773181257a67c4cd9baa020de9f24f1286;0x73d0e77a7f9e258b5d64057e10ab254dcae8eaafbc3e6d541e7f6110d5f44342;0x74647550c0d2a99d0993930b98fe3a094a8da78694dc5d15eb7b7b73b3aa2199;0x8790bf02d82c0b32a6e2b3aba15d56c98b17263b1b5bc514bdf62a3e19c96ac8;0x8812a9e02ef24964269d771f84bdecf6bee8762e544638751a0041f82572dda8;0x8f9a54e6b78f2efcc507399074a1af832375716be1b20d97f22635cc7049a528;0x96817aca5979e2ef1eef15bb94b0c269d4be123eb0beda02521287ac578295e4;0x9f9dde2f68bdc6ae04abc284679194caaabb0a589960abb4c092878a6ed86fda;0xa3363fad59b7dc4d3d49e5404df68a158f316098cbbcf1d9194736c8432682bc,,activator_acff32,ARB_ArmageddonRewardsBilly,Meaningful asset transfer lead
0x4fac062e3edf91d976ea75ea6007cc3b086daad3,0xc8ab97a9089a9ff7e6ef0688e6e591a066946418,MATIC,,external,42,0.0,2026-04-02T01:19:25.000Z,2026-05-03T00:51:00.000Z,0x0166fb61857325954ecb675f0e940dba85be7c051d5ad77a03b7b664c2edb750;0x0f1e9aafceea1121dc86e3c9d5459476a80ad335c2f2c576357174b271150bf5;0x12b90a543186b044f8284cbf8d1857ae30ed25a17a8848eeb0baf18eb4cfd3e8;0x15d849920aee164fa6219910eabc0eeefbf179779b1d17a9290a85927437047a;0x1a9bfd4651192e500bae1b74a54b7cf2679a3a057d6fec4aef057063fc229694;0x1fde188bf2291f04696f02ce07652b0955dc473b7214d711f10278e1c51a1865;0x2292a2345b2c44f86f0bad5e1645d5bbff3847576a7cfd579d7a6d4e85d4cab7;0x4323b263e952529591fbae863bb5474f5f83ba036abf35dbb87aabc335d8fc4c;0x4c87d6bad6651401abf8a6fcecd5a1ea42f802af6088506836d5cf7ceac5206f;0x4f3f07da3a3358e389af9d7f640fea816bc9481a324b853f6bfd166d0155e897;0x57f3de988a1951988108d3d19074ad35bd30e3750d47cc2fc098651d48dd35e7;0x5a034534880c44d6567c42c668a1bdebf9c372efc5d4dcdf48a3cc06893c5eaa;0x5cd4a8fe0082cc8b86134e2099add782f581e22569dccd130ba848bd55f07013;0x6718856131e6ae0f3ce1ffa3ff6220813800185d94c3090f95f7b759059f355c;0x6830215b40fbc7ab8e6d18666656b1bc1017ec82f88727ba8a128c60de6fe97f;0x7e1f3b5cf7dfb196db2a7309d0237ca12dcf3894953910476ce631c42c2279d9;0x7e48f96640dd0df4d8f9b2d402ea8c71ed09b492072db4035f38206559f51bd7;0x7f4785c60ea40e6092ea735df9275732ca156aa9b91ef2ac060c7f48ec02b984;0x80bd726d942ef6d09b413735cee5ba8364ca2f08dfc0c3d2b6b3fc092ed73df7;0x834843edf1c48c46a28f1a4c0cb5bc7810f5da3fa6a14d9577f20382f1a7e2df;0x86d7dd9723d91889151beb7083924454bfbc32fe1d14283111ac1964b545b592;0x86f59215995f23f9d6ef555aa77afd634ea4ae2070bbfb088f4c26804e104dc9;0x95e5b7178271013cb2e040014c57e8be28d5db29eee06b5eb59a3bb9c387d884;0x9c1c3ef1d9213006155ba429487a7a7ef53567854aac4c365d70e07e668906e1;0xa85567c1c3ac3ecf4d1bf9e035875d2fa2845b975c6d0644d06e07b5b6691c52,,shared_funder_yung_angh,ARB_ArmageddonRewardsBilly,Meaningful asset transfer lead
0xee3afe347d5c74317041e2618c49534daf887c24,0xc33780d8841dd80fe3de83bff881218372c3d42c,USDCE,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,erc20,31,23405.0,2026-04-20T02:25:30.000Z,2026-05-30T05:05:47.000Z,0x0114c800634e5818dfdeb8d9ad2fa34719dd5d4040b2034a7a46c1eeeb35dda4;0x014ab90733efa8073dc37c2891d806ea99e9eafb73c2f27e602894dbf4754c61;0x15bef6638c90c5b6b74f1891e4e29aa730d40eb9970f3a230f28225802fe3c21;0x323b82251bf385ae6e922dc334f366e058248acd22a51c044025a1d214a03ec2;0x333802b3facc6a4dc6bbc7e9a97642c2cc3b1a62b0d8e30d983632e090916056;0x48b7785007beaf3f49a76443b53744cce4c49345935c9d63d120e36d64622c02;0x48f5a10cb5da150ad106f4e636dcd7539c78770ee00a44daa15f80149fee4d3a;0x498449f5de3467d7f87357fdf80fdd65c7ed45d7254c7b1a7d6f8fc819d2b44c;0x543783311cef5fae7fd8df9e30659936c3895fe136d78edeb8018211c9cb1432;0x56858a5feb09e5799445d6b8fc70c3e19d4268bca04dc9d2b8f5009fe0915bad;0x66a670070c112eff16dd3c18919c48384c84180e0f52f4b34969300bbc15dfd0;0x6c0b1401281a0411cc2621483f1662994d842211f4aa4239181c5f342684b175;0x7c5b2a7d8e4ae1c4c343d02b88bc06fe7420dcec5faf900cf173b633299a9592;0x84b65d4a882f7f964ee603d7d003ae736b2baa8c497936e8b7585d26aecce83c;0x8b65b5f3c2f5a35249eddbcfa2cf5c9da1d9bd15230afaae4af0a79b1215df1a;0x8ec011730f8f40a40e2eea80ae453610fabbb4d13e136b5c1a9a5249f1c65845;0x93cd381563508ed024e2fefd18e3223dfff2e7c71af26581a641a718f7062bbb;0x9c2a7662c745a2a4465b502ffc95adf3871d00c878eb8dd4fe32b5c3613e4e09;0xa83ae8471c2a7dbfdac01a9ba3ea21677dd731c0759ecaa75b6523a0c883b68b;0xab11e3f68304eda1f30d2b279be09452ae53d98621f0a4f04cea6f25b9df02a5;0xb6fb898314498ab5a8072a5db709e2cec4ab53724c99c1bcd7befd6cd16706ca;0xceaf05d1677462b54eb9817ad68b2376bb815c6d2e23e2fb6a388c8da8d1554b;0xd0408f38c5e7d644c9b75f807915c38d8dd6cb4ebc15c149a658759b977dd301;0xd4a2fb87662647920f0523e6462cc329ca24f7caeeeadd9cea64618a0e324941;0xda216200353cce41def4ec09299ce6b9706ab00c06eb086f512dea625db9c9f1,,protocol_uma_oov2,uma_proposer_c337_linked_to_secretscent,Non-standard asset; review for spam/noise before use
0xacff32f36054e039003c7925f7834360531f1f9a,0x24c8cf69a0e0a17eee21f69d29752bfa32e823e1,MATIC,,external,30,0.0,2026-04-01T12:48:09.000Z,2026-06-12T18:38:21.000Z,0x0be9a50fa9c214a74380ed6b0eb9169f48bdbc7e3026ade83f6579d6528aff6b;0x11a843bc5e56a861b9ad8d4de5c361b3a9d782dcfaf2b2084be9c380cddf25dc;0x255ebae7c1989c8127196cf4d47a62b3cf768797776a423c4dee6077ea64e739;0x28b2bb86b5fa849274478051526cb91918332649db0ed8b37fb710e01365b13c;0x37f4111ee56f3ef883b2192487d9fa0951df96c643d4ca9f636cf686c617d7ef;0x3bfa5eb9c1c1a49842df56f3498b88761151f4986bba79688884d46636466262;0x44716b0828cce4fbefeb9c61fca025b45a81de439d382e6c09a7b61378820196;0x45f651ed33a96c8580d34b8113115848130086bfb07dcfa47b098e1397dba7aa;0x46cf44db6c1fb44e0513111cb65212975f12ef21b855458f098115c8c2293be9;0x541d60dc1f8540aafd1b389f8253fd1e7f9973ccb42c9a7d8967f22971bf8940;0x596637bfdf312216ddab4449cdf3a4ec9bcbcf20c3dfa6f10688ea72b288f2ee;0x5fbc9bfd9ff3c6289ccfd7746d979056127ee00d6faf1df67e33588f7be71332;0x75ba1aae4c329bfa08fed38ab14a7f3d656994e3420a10781ebddc2457a37ebc;0x7dabb7840bed0e724a9c8149f2bd93721db1dbb3692ed29cbf5db0c84e0a18e8;0x84cb224f1bdefadda730d9cf58097d2435b48174a2ab5e639dd7377116e43ecb;0x9fb0485bb3366df56126e30a1c3c6f2b5d8a7cc36efcc7b85e5fd435559a7dc2;0xa3c22350b4d2ff277ba93977ab757bf1f57d97c4782b0a90e98bcb92c57fb0b9;0xa939a05235ba16e9fa2d3ee24ef2cb0911e78affb4c12db73d80d6a05422180d;0xac74b8518625758fbcabd3432e7b6f8bf9acf97db5383949ab839a4e77c61d57;0xb655811438bc921efa8a6424a1fa3dac8d97931fdecad9e6866104b29281c41d;0xc2585a4135efa4a7212fbd928103f2d779b01c9f9fa08c147eb9727ffc02e67c;0xc6c1c878bdac6741fdd07c52e6f36447dc13369ab350272364b757f8d76e7cce;0xc9e2f5a5a2399b73a0faa428de4b7a3942aef45a4f26dff093d4198993c2a91e;0xcb0d567252473e6120d6c36e4730b7d9b8557887aa9d9cfb547424105b46b8be;0xce4afb927af6b245addbd16f31210941beda9018edd5f57a9cce1fb9f5407eea,,activator_acff32,debased,Meaningful asset transfer lead
0x4d97dcd97ec945f40cf65f87097ace5ea0476045,0xa102b434ce441a3119e146f75ed6276ee1a836d9,USDCE,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,erc20,29,4211490.717365,2026-04-02T14:50:11.000Z,2026-06-18T00:33:53.000Z,0x0148000e2aebe26b76600c6135a81dc2c118bfecf208f9decc5ade2fd3178298;0x1567b556218d222bd09a5f92b14b0f97de8e9e70a01bad54c4565bda1c3ed242;0x210a51b9473e59b59f281d60fa4acaa39400eec885f81a0dce11abcc7569608f;0x279a9483d06504810a8408c2ae5f0d300edac40f4ee3bbbb495e9b2d5d226584;0x28f8c925726d3a10cb7620788222133331b6b2b89c05bad22663ecf16359c24d;0x3937869a38618e7454c7d10848a31ac6ed3385462c347c929af9ee41a392cc87;0x4a901032493e3967da6d187ba473b33854b82c400f9b60d0786b74415175c0cf;0x503af03cac28a09349a0bcacc6af26c6dabe5471278e2f77ec46df4073138029;0x5b9e5d1300385a4abfa1804f318422ccb2c5361698b1682739b86b36ba734810;0x5ba62cd135ebaf9c355a702bdb0bf8f4d2340abc9bc15ee4c007b64466f16245;0x5df02f1d4782e7d47de65a0aa26232a07d59730c51acfd68d3862834258370e2;0x7ee91a347c24806d1de6156b301e2a09426172b7ace66d241552a2d31972f022;0x7efac01d8ae6344fd4792014b3f7e1a4bc585bd82cd71128a08f35caad36daa9;0x82d4c2896957ac2a452aec3dfa38da4ab852f83e04d22f6c20771abe3459886c;0x94a30a7439aaacad9758f81f5fe7fe4d21df9ceab0aeeb4377c1650313e89de3;0xa530eb38fab98bfc0520721db712767914bcc33832fc419a823755447cfbcbfb;0xa7d1fbfc5742b77f356b48e06dd636d706ccc564ae63cc9a30a4c407a731b8ef;0xa9ec42d2d708eed22bc33e09152ef10780fb52c1bed27b995407ba5006cb1898;0xaaf1b385cfcff92abfdf41db42f0d9674c03881909d6618443f0d126bc3a2439;0xac994ff10c7f01beec2e8da8075f0647e43ceb63133f75a7301915239cf84fa7;0xb8fcf504aceecbafef2891792789d266fa1cce672111e671403c7f0dfc93e312;0xbcaf16bf5bb1071f08df14a953e6b7be4745116a76948ddb12e61bc4a1299d0a;0xc84fcf7868b95fd81a0a54578a54756e86f2edcf6e6714c9194cd3440ac4ee65;0xe0fc5e3fbf06d5d99663e4556d2f22ed8a33ac5b85e8e9439ab34f13f5968d04;0xe808a375b904b8aac8d1d23bdebc31182dc17f833ce76e35799a3f63df5ed489,,protocol_conditional_tokens_ctf,tf2,Non-standard asset; review for spam/noise before use
0xc417fd8e9661c0d2120b64a04bb3278c17e99db1,0xfcd0eadb24d78e016e88b9e2a7029e349ba6391d,USDCE,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,erc20,27,1205486.151365,2026-05-17T13:54:49.000Z,2026-06-18T12:14:59.000Z,0x0c4ce817d799f15bc0e8866ce42491c14f678e109f14bdb363279f824e40b885;0x0fe82136780bd9d5eddb64da17c9d7e635a10d7bd4358c8218317f347324db82;0x12a54f6665fded6766d9efbe85d850835a8454037eccd8dbf3e4af865e9bbd4b;0x231890ee9a5d33669cfd3725f86e98754fb92fa1d1c9b706176c926d95aa16f0;0x29735a5c1d94a84c82a394123057097f24cc9acbc415843e1a2a73dc66722367;0x2e58dc449a464b8518d4d132eec83e0fab6022643cf6fcb999f965bfdbc06c6d;0x2e7f209dca4dec7dd65d5fae93b8bbaf24320f254fadb7e51b4bd5d13d8cc50f;0x47b62d81ca89e5cbb49f90fc2855faf1137ce601fdc7850803a029d087c5720a;0x4ba6196bef2b9fb62ebe58472f37b0eb93580f413ea9299ffa04fda654faedf8;0x5705fdbc79aba320f4dfd8d65f6f612f890ea185973d54f0276c8cada8b31a7a;0x5902a6372c3f634e52bad909051df24ca6416c5365fe102dcd6060027190e8ff;0x5a9189a51fcb39ed68e7c7aae3db9e460bd6d0df8f947d1340a44f154bd394b7;0x5f4ea7be2d6136f4a6b3131c61f5770cdcf9f75323e8383a6e38546500608023;0x6967b64ea35c2b1b34dd99947ac3e77acd33daf5af2eec92b2dc5993e9f5241e;0x82415b2be18dfd27ca495b6e038a25af6e539b70d90f1f4cc05103b01b6c1b8f;0x8d117c2c2f9e9f6e78c600459878caa0ccd879ecd92a2e13695b4704092d92ab;0x907ead9666295a15568e4920c94ae70ed41f2cd585a0d0403e3e13945f45ad82;0x9df096033593e8b02ce9a783438e6384b69ecdfb1d7b89f2d8c3e53c21f4e5ab;0xa36138ca40e3d1cb1347b4009f19f99b2cbf43815dafa53cda3ead0741f310cf;0xafdd58f71610a6a0097bf0242e77d196fbb9225f585267f103d0c9c779690605;0xc951ab7e1a8b498a131d3fde231acde3506ce5d8689241643a3382231b432393;0xd001b730f63b099bafdc64b8abf06d457c1bfc2574b417647f892ea6966f2e06;0xd8d16c4e79382be828269330c4ddf4b3a19f76a96719381fc42a16b806aec090;0xd9744656b257de73fa7453cc94049a466b46d9d84c8b1e85591b91ab3dc206c5;0xea0a380ee77d7685af6b2bc049d438e3c31537153753d29166ce08d728a03939,,funder_c417fd,GroyperFinance,Non-standard asset; review for spam/noise before use
0xc417fd8e9661c0d2120b64a04bb3278c17e99db1,0xa4fcd42731853ed3711aac964a14f442b1f6977d,USDCE,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,erc20,22,1314153.466044,2026-06-04T02:59:13.000Z,2026-06-17T21:16:08.000Z,0x072aee74eb933034fdee7fd54c993f0de830fbb36c49f98d726de545ea024470;0x24d5babedcee8ef3c84fd7da8699bccba6f54b415fab866d57fdad362d92050e;0x351faa9525ac9c00c53ecbc23a6e9a27667f88a5dce0b5f5acf347e87a56a197;0x45a70f327a9fc089ebadadf457453147ecd191c95a9d1d9e65860a40f6964a65;0x4af60bcf526527d298fbe1358fb6acffd64dc11e480ba7bf5724943d9a2561e2;0x4dada1c19deccf6c13f19343c6d8202b8185b1652ac2a7387611360a2d615794;0x53d57b7aa34c14a46abf7cb7f520bac22b4de1a041fac72213fa835d721e4dda;0x674335c4b149285f76296c0bcb380516108a6d1c9cc10f23510e630eaf77ede7;0x75bc2415b721844f556ca0e507aadceae60f82b1205519bf7d54d8455a5310f1;0x784f908b0404be2d6207499852267e9ade29a00d9be7e6588533acd949792a79;0x7eb4a7ad093cc67150d1a63bb204fd79b28b6965ce8b74ef3ad66be7bc5bd20a;0x7fe2fb47bfa490a6fa51e473300da1334bf55e0d87c9a8a4d3b027a72fb81780;0x825e4b16d7f9a2622750d9320835799013e559976d9b32781b434083764c7c16;0x9b228d30ea0610a3b47b45926406cdccb3def654e31369ef6923667ed9785781;0xb801be9e93d6ec0e14a021112689b8624c532a45930d37df0c99326193e1e350;0xbd5d5fa5de06f529b3865b303bf10107013785c6bcf6390241431db947d53b63;0xe2658c2bb098300ede7b1298a0d3345d0352dd0b4a76b52ddde3b7d0b7b9b29d;0xe31751ef8a268fc72dac8218175178e60dbe59abaf54929bb3588a4951db051a;0xe66cb632b6b0db8ce9fc61c53c7f373937f83109f9623457b0f91eb12f2af7a9;0xe7ddff3032c2bf906d16625e9a5e183408bd076fc8f36c827c82d972c58af173;0xf14d8c50fd7073c39cd3f76f6f37608ba86ab3659c4d78078e3ab6ab1e62e1fc;0xfbccfa7b090ccc320b579dc48a35da22ae2b8fe22be30c5c60e2c0f79444d4d5,,funder_c417fd,secretscent_intermediary_a4fc,Non-standard asset; review for spam/noise before use
0x4fac062e3edf91d976ea75ea6007cc3b086daad3,0x24c8cf69a0e0a17eee21f69d29752bfa32e823e1,MATIC,,external,21,0.0,2026-04-01T02:51:37.000Z,2026-06-16T23:23:38.000Z,0x26324413d2eb765324f6dcbcb67a31a3a19da8ac816a41cf0aea8df7036b2516;0x3020731e7bdb8a2b82dd899c4ee0b8fd80d5c705e9c15b6374198edffe272e9a;0x327b1c9a34bb68657aa27221ecceab8093b25f82809b9af13ad94d0747e61db8;0x3cbbd571882be9a0ddfdb9504c37e15202261c7cee6e119c20b15265aa5d08de;0x3e28f6b75d59263e7fa81dd2d19f5ccf39a014d44f579f72da335effe45038ea;0x49b64e90779d6043cd54f89100e968efba0fc99fe8b82e6ea986d375e9992fe4;0x615061b9fffcc167122b708de6e606e3d75fe185db6a3e6fa8d761f4c6f266a4;0x68e4a4eeece9ddbc8eb3ab2939403fbd799cd82923c22ee96f7f2b80af1b7513;0x89812600bebee963aa2f5f15e6302b2305b4f8fdf2ddd7b36840b0551f96f5a9;0x8b5f8dcb363259c435bfc0ec07ad07b1f097f8d3eeaecb903f6793184fe46013;0x8b715ec223b2e391a5575d6e114fc403044251dc66c282aa8ed5dc2d0bb36f1b;0x8c015ce2d8dc1a5aaa4d9e0e99b06df869a0d2893e5de604a0b0d886111e1ead;0x9098977d756ae74014ddb16b6770a89ecc94c3026bb3b8c5bf7288c037d49d6e;0xa75772320f055c0b55cc47dceb5ae04425e96b19214993bb9a24ccc7fae3a3f0;0xafafcdd3dfa64957d1e3d9d94890cc9bc53ac4d3898a7ae4738c0e1460cd1215;0xb2d8955036cc0e7be8cdca8e52b5a1c24288e76c69b03c4cea769fe3d67cefb7;0xbcc15c351511ff34deb947ab65c298dc68ab6889563770403ba744932103e465;0xbd2d7248ea8e74034ac47ea0d7fa6de17127d6495b1206913b17a808a4a0849a;0xd22d34f052e171ad48d579faca953ca4ee87060394b3090284d541aec0cde335;0xe5b8e8e04140632d7e618c69c4f21551f61ccdbf28ce5280116fa4c67e77eb6a;0xf2929f3b387e56b055c1f4db3fdb7ba6bd7b44519941dcc3a4519da80fca0d9b,,shared_funder_yung_angh,debased,Meaningful asset transfer lead
