proxyWallet,step11E_priority,step11E_priority_reason,pattern,uniqueMarketsBoughtYES,targetMarketYESBuyCount,futureMarketYESBuyCount,targetMarketYESNotionalUSDC,futureMarketYESNotionalUSDC,totalYESNotionalUSDC,relevantYESBuyRows,relevantTargetYESBuyRows,relevantFutureYESBuyRows,relevantYESBuyNotionalUSDC,firstRelevantYESBuyUTC,lastRelevantYESBuyUTC,earliestYESBuyUTC,latestYESBuyUTC,names,pseudonyms
0x3fc9891920d7a44873c859b6a43baf691ee9e6ea,3,future-only YES buyer with at least 5k notional exposure,BOUGHT_FUTURE_MARKETS_ONLY,1,0,12,0.0,5438.16294,5438.16294,12,0,12,5438.16294,2026-06-16T00:26:33+00:00,2026-06-16T06:53:33+00:00,2026-06-16T00:26:33+00:00,2026-06-16T06:53:33+00:00,FallingStars,Puzzling-Journalism
0xa14dd15a484098b6b15e01891319f708ab1ffcec,3,future-only YES buyer with at least 5k notional exposure,BOUGHT_FUTURE_MARKETS_ONLY,3,0,6,0.0,5283.8,5283.8,6,0,6,5283.8,2026-06-16T13:47:43+00:00,2026-06-17T23:06:02+00:00,2026-06-16T13:47:43+00:00,2026-06-17T23:06:02+00:00,DusanKent,Foolish-Clipper
0xa48e29c2bd8b5299dfe8e65330976594ec7db476,4,lower-notional future-only YES buyer,BOUGHT_FUTURE_MARKETS_ONLY,1,0,1,0.0,4999.999999,4999.999999,1,0,1,4999.999999,2026-06-17T17:42:07+00:00,2026-06-17T17:42:07+00:00,2026-06-17T17:42:07+00:00,2026-06-17T17:42:07+00:00,deepmouse,Rotten-Stencil
0x9ab8d6df7b6c973b820a2a5ffab54732683ae9e9,4,lower-notional future-only YES buyer,BOUGHT_FUTURE_MARKETS_ONLY,1,0,1,0.0,4997.984,4997.984,1,0,1,4997.984,2026-06-17T18:52:43+00:00,2026-06-17T18:52:43+00:00,2026-06-17T18:52:43+00:00,2026-06-17T18:52:43+00:00,0x9AB8D6dF7b6c973b820A2a5fFAb54732683ae9E9-1780703901470,Bountiful-Alpha
0x72a22d4d155079da8f50c89d4c6c03b6428e7b65,4,lower-notional future-only YES buyer,BOUGHT_FUTURE_MARKETS_ONLY,1,0,1,0.0,4995.0,4995.0,1,0,1,4995.0,2026-06-17T11:06:07+00:00,2026-06-17T11:06:07+00:00,2026-06-17T11:06:07+00:00,2026-06-17T11:06:07+00:00,meowtai,Gullible-Grassland
0x35bbbad2415fe5e39b12da9a316cdc80b022009b,4,lower-notional future-only YES buyer,BOUGHT_FUTURE_MARKETS_ONLY,1,0,14,0.0,4990.0,4990.0,14,0,14,4990.0,2026-06-17T09:02:37+00:00,2026-06-17T10:26:02+00:00,2026-06-17T09:02:37+00:00,2026-06-17T10:26:02+00:00,MisTKy,Grounded-Depression
0xd8d5289c35124b5353f5a10a28b8cc29aec38935,4,lower-notional future-only YES buyer,BOUGHT_FUTURE_MARKETS_ONLY,2,0,5,0.0,4975.99265,4975.99265,5,0,5,4975.99265,2026-06-15T19:24:37+00:00,2026-06-17T12:34:50+00:00,2026-06-15T19:24:37+00:00,2026-06-17T12:34:50+00:00,D8D5289c35124b5353f5A10A28B8cC29aEC38935,Wilted-Burden-Survivor
0xb939edfcee10bfb12dd13603be79862cf94e9c42,4,lower-notional future-only YES buyer,BOUGHT_FUTURE_MARKETS_ONLY,1,0,57,0.0,4799.22608,4799.22608,57,0,57,4799.22608,2026-06-15T17:52:51+00:00,2026-06-16T06:52:04+00:00,2026-06-15T17:52:51+00:00,2026-06-16T06:52:04+00:00,prestigeworldwide,Worthy-Sunlamp
0x5f0da37f1b8c14afee49c83a540fe10bdae5c118,4,lower-notional future-only YES buyer,BOUGHT_FUTURE_MARKETS_ONLY,1,0,10,0.0,4751.999955,4751.999955,10,0,10,4751.999955,2026-06-16T12:40:27+00:00,2026-06-16T13:01:51+00:00,2026-06-16T12:40:27+00:00,2026-06-16T13:01:51+00:00,hatice,Outgoing-Scrim
0x222f579dd5391bde6e204ea105bf7ae2f8838271,4,lower-notional future-only YES buyer,BOUGHT_FUTURE_MARKETS_ONLY,1,0,3,0.0,4651.8067,4651.8067,3,0,3,4651.8067,2026-06-16T11:24:55+00:00,2026-06-16T12:22:00+00:00,2026-06-16T11:24:55+00:00,2026-06-16T12:22:00+00:00,DownInNO,Sore-Descendant
0xbe74297ff19030f104ce1d538709f43b30eca70e,4,lower-notional future-only YES buyer,BOUGHT_FUTURE_MARKETS_ONLY,3,0,8,0.0,4483.42,4483.42,8,0,8,4483.42,2026-06-17T19:13:53+00:00,2026-06-17T19:52:02+00:00,2026-06-17T19:13:53+00:00,2026-06-17T19:52:02+00:00,title1,Angelic-Craw
0x9a3fa403a6666eef75f92f181fcf13f9c051914a,4,lower-notional future-only YES buyer,BOUGHT_FUTURE_MARKETS_ONLY,1,0,1,0.0,4362.18345,4362.18345,1,0,1,4362.18345,2026-06-17T23:50:08+00:00,2026-06-17T23:50:08+00:00,2026-06-17T23:50:08+00:00,2026-06-17T23:50:08+00:00,Rex416,
0xbd0477e08d82d35a855ff19644a88a9213d8fbb0,4,lower-notional future-only YES buyer,BOUGHT_FUTURE_MARKETS_ONLY,2,0,4,0.0,4360.20495,4360.20495,2,0,2,4094.1274000000003,2026-06-16T05:52:27+00:00,2026-06-16T06:23:58+00:00,2026-05-22T23:04:50+00:00,2026-06-16T06:23:58+00:00,yuhyuhyuhy352352,Tan-Server
0x614dc8d3542c12103d2c6a3553fd761e391d1546,4,lower-notional future-only YES buyer,BOUGHT_FUTURE_MARKETS_ONLY,1,0,4,0.0,3698.667276,3698.667276,4,0,4,3698.667276,2026-06-17T18:02:50+00:00,2026-06-17T18:03:34+00:00,2026-06-17T18:02:50+00:00,2026-06-17T18:03:34+00:00,mr.ozi,Determined-Valuable
0x9c9e37ce7b45db5042612e716d582bdf55381a30,4,lower-notional future-only YES buyer,BOUGHT_FUTURE_MARKETS_ONLY,1,0,1,0.0,3696.3,3696.3,1,0,1,3696.3,2026-06-17T12:34:50+00:00,2026-06-17T12:34:50+00:00,2026-06-17T12:34:50+00:00,2026-06-17T12:34:50+00:00,prodik,Instructive-Gumshoe
0x396f35c4d4f84c0a6c5f3b13e40e1de550367f78,4,lower-notional future-only YES buyer,BOUGHT_FUTURE_MARKETS_ONLY,1,0,1,0.0,3529.467,3529.467,1,0,1,3529.467,2026-06-17T17:42:37+00:00,2026-06-17T17:42:37+00:00,2026-06-17T17:42:37+00:00,2026-06-17T17:42:37+00:00,lranon2nd,Nutritious-Blame
0x7ecf67bbaac3ca4eb129d06252d9363cfaec1f5c,4,lower-notional future-only YES buyer,BOUGHT_FUTURE_MARKETS_ONLY,1,0,1,0.0,3472.042,3472.042,1,0,1,3472.042,2026-06-17T18:53:29+00:00,2026-06-17T18:53:29+00:00,2026-06-17T18:53:29+00:00,2026-06-17T18:53:29+00:00,0x7eCf67BBaaC3ca4Eb129d06252D9363CFaEC1f5C-1780703717027,Overdue-Coupon-Fit
0xf2088ef95f5c1c0eee2640e8da537d6a1c175eef,4,lower-notional future-only YES buyer,BOUGHT_FUTURE_MARKETS_ONLY,2,0,2,0.0,3187.61919,3187.61919,2,0,2,3187.6191900000003,2026-06-17T16:54:28+00:00,2026-06-17T16:54:50+00:00,2026-06-17T16:54:28+00:00,2026-06-17T16:54:50+00:00,richsmith,Paltry-Particular
0xcd9607c4a676b7815f10bb8bc25355414e47cbdc,4,lower-notional future-only YES buyer,BOUGHT_FUTURE_MARKETS_ONLY,1,0,7,0.0,3089.62044,3089.62044,7,0,7,3089.6204399999997,2026-06-15T19:44:03+00:00,2026-06-16T03:00:36+00:00,2026-06-15T19:44:03+00:00,2026-06-16T03:00:36+00:00,Artaius,Loyal-Speakerphone
0xf01ac1aa9fef8eabc5e3c764747aabddaa90f231,4,lower-notional future-only YES buyer,BOUGHT_FUTURE_MARKETS_ONLY,1,0,3,0.0,3052.944,3052.944,3,0,3,3052.944,2026-06-17T03:01:01+00:00,2026-06-17T13:22:49+00:00,2026-06-17T03:01:01+00:00,2026-06-17T13:22:49+00:00,SubashChandraBose,Timely-Photo
0xfaa55858f098040003978c3615a086cdd0cd7cc9,4,lower-notional future-only YES buyer,BOUGHT_FUTURE_MARKETS_ONLY,1,0,6,0.0,2972.973573,2972.973573,6,0,6,2972.973573,2026-06-16T03:44:33+00:00,2026-06-16T04:09:31+00:00,2026-06-16T03:44:33+00:00,2026-06-16T04:09:31+00:00,PLfarmer,Clueless-Trash
0x8f7bb1d97c28278e28943b8481f1a1651605154b,4,lower-notional future-only YES buyer,BOUGHT_FUTURE_MARKETS_ONLY,1,0,4,0.0,2905.1413,2905.1413,4,0,4,2905.1413000000002,2026-06-16T22:02:13+00:00,2026-06-16T23:03:47+00:00,2026-06-16T22:02:13+00:00,2026-06-16T23:03:47+00:00,futuremultimillionaire,Faint-Paste
0x47cc805eaea5959bfdaa016304ba4261bbea2fff,4,lower-notional future-only YES buyer,BOUGHT_FUTURE_MARKETS_ONLY,1,0,1,0.0,2778.432,2778.432,1,0,1,2778.432,2026-06-17T18:54:05+00:00,2026-06-17T18:54:05+00:00,2026-06-17T18:54:05+00:00,2026-06-17T18:54:05+00:00,0x47Cc805EAea5959BFdaa016304BA4261BbEA2Fff-1780703184875,Awful-Hassock
0xd6ddc6559313bcc819f1df1b3647f3930da998ee,4,lower-notional future-only YES buyer,BOUGHT_FUTURE_MARKETS_ONLY,1,0,15,0.0,2759.79758,2759.79758,15,0,15,2759.79758,2026-06-15T17:57:31+00:00,2026-06-15T22:35:19+00:00,2026-06-15T17:57:31+00:00,2026-06-15T22:35:19+00:00,juisloa,Limited-Seep
0xebb7d9e2359e152e27f367a291ea2ac5b7df4736,4,lower-notional future-only YES buyer,BOUGHT_FUTURE_MARKETS_ONLY,1,0,2,0.0,2488.990519,2488.990519,2,0,2,2488.990519,2026-06-17T09:18:01+00:00,2026-06-17T09:18:37+00:00,2026-06-17T09:18:01+00:00,2026-06-17T09:18:37+00:00,MaduroPeace,Positive-Wrong-Prejudice
0x265974800ecc76b67a6abe4b205aa6ba5876a631,4,lower-notional future-only YES buyer,BOUGHT_FUTURE_MARKETS_ONLY,3,0,12,0.0,2435.998368,2435.998368,12,0,12,2435.998368,2026-06-16T12:38:30+00:00,2026-06-17T19:24:07+00:00,2026-06-16T12:38:30+00:00,2026-06-17T19:24:07+00:00,engin02,Verifiable-Serial
0x606ffc68a29ebf92f9dc1d041fec5d0127571083,4,lower-notional future-only YES buyer,BOUGHT_FUTURE_MARKETS_ONLY,1,0,1,0.0,2417.58,2417.58,1,0,1,2417.58,2026-06-17T11:21:47+00:00,2026-06-17T11:21:47+00:00,2026-06-17T11:21:47+00:00,2026-06-17T11:21:47+00:00,SleeperHunter,Dreary-Arena
0x0712c54d501c197913c324666b23139643b8fab9,4,lower-notional future-only YES buyer,BOUGHT_FUTURE_MARKETS_ONLY,1,0,6,0.0,2390.4,2390.4,6,0,6,2390.4,2026-06-16T12:56:28+00:00,2026-06-16T13:00:42+00:00,2026-06-16T12:56:28+00:00,2026-06-16T13:00:42+00:00,ugodda,Animated-Trafficker
0xcdb1f1ef8213c06911e4ba6a884176c5571e276c,4,lower-notional future-only YES buyer,BOUGHT_FUTURE_MARKETS_ONLY,2,0,6,0.0,2325.11577,2325.11577,6,0,6,2325.11577,2026-06-16T08:56:39+00:00,2026-06-17T23:30:46+00:00,2026-06-16T08:56:39+00:00,2026-06-17T23:30:46+00:00,Ahpo,Nice-Perennial
0x0e81567c05eb9cbbb220d9dfa5b54b79fa0954bf,4,lower-notional future-only YES buyer,BOUGHT_FUTURE_MARKETS_ONLY,1,0,1,0.0,2259.999998,2259.999998,1,0,1,2259.999998,2026-06-16T22:56:04+00:00,2026-06-16T22:56:04+00:00,2026-06-16T22:56:04+00:00,2026-06-16T22:56:04+00:00,rittterditter,Passionate-Folder
0x2ee73e56c1cf6cdff1213ac07b2afebf340cce15,4,lower-notional future-only YES buyer,BOUGHT_FUTURE_MARKETS_ONLY,2,0,6,0.0,2133.19506,2133.19506,6,0,6,2133.19506,2026-06-17T08:27:10+00:00,2026-06-17T14:56:11+00:00,2026-06-17T08:27:10+00:00,2026-06-17T14:56:11+00:00,biggambler1983,Shocked-Subsidence
0xda9126becc96be3598ddd05c4fc06f4093759ffd,4,lower-notional future-only YES buyer,BOUGHT_FUTURE_MARKETS_ONLY,1,0,1,0.0,1994.0,1994.0,1,0,1,1994.0,2026-06-16T20:38:46+00:00,2026-06-16T20:38:46+00:00,2026-06-16T20:38:46+00:00,2026-06-16T20:38:46+00:00,98Ddd05C98Ddd05C4fC06f4093759FFdhotking012,Complex-Formation
0xe53207e4032390de35514597cdcd64e93e33a08b,4,lower-notional future-only YES buyer,BOUGHT_FUTURE_MARKETS_ONLY,1,0,10,0.0,1961.45998,1961.45998,10,0,10,1961.45998,2026-06-17T18:09:43+00:00,2026-06-17T18:11:58+00:00,2026-06-17T18:09:43+00:00,2026-06-17T18:11:58+00:00,,
0x01c1e36518078416b10cb2c393f20a500d737a52,4,lower-notional future-only YES buyer,BOUGHT_FUTURE_MARKETS_ONLY,2,0,12,0.0,1793.1,1793.1,12,0,12,1793.1,2026-06-16T12:06:24+00:00,2026-06-16T17:23:17+00:00,2026-06-16T12:06:24+00:00,2026-06-16T17:23:17+00:00,Rucki66,Wrathful-Town
0x6a924500b46196928132932bea000cf05939e8fb,4,lower-notional future-only YES buyer,BOUGHT_FUTURE_MARKETS_ONLY,1,0,1,0.0,1778.004,1778.004,1,0,1,1778.004,2026-06-15T20:06:19+00:00,2026-06-15T20:06:19+00:00,2026-06-15T20:06:19+00:00,2026-06-15T20:06:19+00:00,HYPERBE,Last-Lute
0x93ef12bfc73651880a24c0679333cc4ca0dc468b,4,lower-notional future-only YES buyer,BOUGHT_FUTURE_MARKETS_ONLY,1,0,1,0.0,1623.66768,1623.66768,1,0,1,1623.66768,2026-06-15T20:22:28+00:00,2026-06-15T20:22:28+00:00,2026-06-15T20:22:28+00:00,2026-06-15T20:22:28+00:00,TPAA,Corny-Virus
0xc4fbfd8c2bf090568f8eb207123364a3f0352bfd,4,lower-notional future-only YES buyer,BOUGHT_FUTURE_MARKETS_ONLY,1,0,1,0.0,1457.08,1457.08,1,0,1,1457.08,2026-06-17T16:36:05+00:00,2026-06-17T16:36:05+00:00,2026-06-17T16:36:05+00:00,2026-06-17T16:36:05+00:00,godpls,Noteworthy-Raid
0x818c6ad01037ee805585f1a9874ea26a77007539,4,lower-notional future-only YES buyer,BOUGHT_FUTURE_MARKETS_ONLY,1,0,3,0.0,1298.639002,1298.639002,3,0,3,1298.639002,2026-06-17T12:59:08+00:00,2026-06-17T18:04:47+00:00,2026-06-17T12:59:08+00:00,2026-06-17T18:04:47+00:00,pepeoptima38309,Evergreen-Archives
0x371473617d3064ed904cde2df3e90ad1e0be9ce3,4,lower-notional future-only YES buyer,BOUGHT_FUTURE_MARKETS_ONLY,2,0,4,0.0,1234.50167,1234.50167,4,0,4,1234.50167,2026-06-16T10:27:40+00:00,2026-06-16T16:17:53+00:00,2026-06-16T10:27:40+00:00,2026-06-16T16:17:53+00:00,AndyFran,Creamy-Impostor
0xef38b778a2f371db7a0918be97d1344c7e77adc9,4,lower-notional future-only YES buyer,BOUGHT_FUTURE_MARKETS_ONLY,1,0,2,0.0,1196.4,1196.4,2,0,2,1196.4,2026-06-16T16:38:23+00:00,2026-06-16T16:38:23+00:00,2026-06-16T16:38:23+00:00,2026-06-16T16:38:23+00:00,MondayStatic,Incomparable-Dusk
0x6a2f0438131fb53ade99442ead13558eece87105,4,lower-notional future-only YES buyer,BOUGHT_FUTURE_MARKETS_ONLY,2,0,7,0.0,1195.686201,1195.686201,7,0,7,1195.686201,2026-06-16T10:08:24+00:00,2026-06-17T16:36:05+00:00,2026-06-16T10:08:24+00:00,2026-06-17T16:36:05+00:00,Davidbill,Unlucky-Mezzanine
0x43f05ae1cbc007f07bbf34f6050f331238791b3d,4,lower-notional future-only YES buyer,BOUGHT_FUTURE_MARKETS_ONLY,1,0,8,0.0,1195.2,1195.2,8,0,8,1195.2,2026-06-16T18:33:17+00:00,2026-06-16T19:16:52+00:00,2026-06-16T18:33:17+00:00,2026-06-16T19:16:52+00:00,Donkolo,Orderly-Fennel
0x55b721af9b6323ddc994db71878e1e0be5133775,4,lower-notional future-only YES buyer,BOUGHT_FUTURE_MARKETS_ONLY,1,0,1,0.0,999.0,999.0,1,0,1,999.0,2026-06-17T14:25:25+00:00,2026-06-17T14:25:25+00:00,2026-06-17T14:25:25+00:00,2026-06-17T14:25:25+00:00,Kaythoven,Questionable-Bafflement
0x9f83f83bdfc209c6fade8a2c77ea9667e9176cd9,4,lower-notional future-only YES buyer,BOUGHT_FUTURE_MARKETS_ONLY,1,0,1,0.0,998.0,998.0,1,0,1,998.0,2026-06-17T18:34:13+00:00,2026-06-17T18:34:13+00:00,2026-06-17T18:34:13+00:00,2026-06-17T18:34:13+00:00,Naropoly,Pleased-Bootie
0x425e0d03366ecb2433e0ddf08a0c63b9622b7993,4,lower-notional future-only YES buyer,BOUGHT_FUTURE_MARKETS_ONLY,1,0,1,0.0,998.0,998.0,1,0,1,998.0,2026-06-17T18:30:31+00:00,2026-06-17T18:30:31+00:00,2026-06-17T18:30:31+00:00,2026-06-17T18:30:31+00:00,2DollarBeggar,Well-Made-Sneeze
0xe96d26ca077a331e126f7f66917c00373945a747,4,lower-notional future-only YES buyer,BOUGHT_FUTURE_MARKETS_ONLY,3,0,25,0.0,987.75903,987.75903,25,0,25,987.75903,2026-06-17T07:59:43+00:00,2026-06-17T18:37:34+00:00,2026-06-17T07:59:43+00:00,2026-06-17T18:37:34+00:00,trader-e96d26ca,Celebrated-Crystallography
0x76c54a0de8b0a3233317370056804fe998ebfe58,4,lower-notional future-only YES buyer,BOUGHT_FUTURE_MARKETS_ONLY,1,0,4,0.0,897.3,897.3,4,0,4,897.3,2026-06-16T15:35:04+00:00,2026-06-16T16:34:47+00:00,2026-06-16T15:35:04+00:00,2026-06-16T16:34:47+00:00,KentosPet,Unusual-Calorie
0x8a98109fb0f1d87d9bfcb4486ba3587b95c51b92,4,lower-notional future-only YES buyer,BOUGHT_FUTURE_MARKETS_ONLY,4,0,8,0.0,895.3588,895.3588,4,0,4,831.0209600000001,2026-06-15T17:50:46+00:00,2026-06-15T19:14:19+00:00,2026-05-08T22:57:45+00:00,2026-06-15T19:14:19+00:00,0xd8dA6BF26964aF9D7eEd9e03E53415D37aA9604,Blaring-Backdrop
0xaf4635074c8f9966ff44f2497183b53fc0578c1d,4,lower-notional future-only YES buyer,BOUGHT_FUTURE_MARKETS_ONLY,2,0,2,0.0,799.2,799.2,2,0,2,799.2,2026-06-17T02:02:06+00:00,2026-06-17T19:53:55+00:00,2026-06-17T02:02:06+00:00,2026-06-17T19:53:55+00:00,vamnizar,Powerful-Burning
0xf4d0b62bafd9c9bf1b4b1d9ff849568ea3be4637,4,lower-notional future-only YES buyer,BOUGHT_FUTURE_MARKETS_ONLY,1,0,6,0.0,799.2,799.2,6,0,6,799.2,2026-06-17T16:22:56+00:00,2026-06-17T16:33:26+00:00,2026-06-17T16:22:56+00:00,2026-06-17T16:33:26+00:00,64MGX75VLQ,Whopping-Mosquito
0xf1a373992677f6817c762994c44802b60de5f17b,4,lower-notional future-only YES buyer,BOUGHT_FUTURE_MARKETS_ONLY,2,0,5,0.0,548.4,548.4,5,0,5,548.4,2026-06-16T03:00:36+00:00,2026-06-17T19:14:20+00:00,2026-06-16T03:00:36+00:00,2026-06-17T19:14:20+00:00,CharizardStar,Wilted-Clamp
0x10ab807ac93681f1f8d567501721ce245ec5b2e8,4,lower-notional future-only YES buyer,BOUGHT_FUTURE_MARKETS_ONLY,2,0,6,0.0,547.0,547.0,6,0,6,547.0,2026-06-16T07:43:24+00:00,2026-06-16T19:16:52+00:00,2026-06-16T07:43:24+00:00,2026-06-16T19:16:52+00:00,weilaohei,Diligent-Spelt
0x9f086ae32344b489a004109f06fced08154273a8,4,lower-notional future-only YES buyer,BOUGHT_FUTURE_MARKETS_ONLY,1,0,4,0.0,504.360406,504.360406,4,0,4,504.36040599999995,2026-06-15T19:50:27+00:00,2026-06-15T19:53:06+00:00,2026-06-15T19:50:27+00:00,2026-06-15T19:53:06+00:00,Copezilla,Determined-Gear
0x2dc19b37c4e3aa62a74a65e39f9e9cdd1e2174fc,4,lower-notional future-only YES buyer,BOUGHT_FUTURE_MARKETS_ONLY,1,0,1,0.0,482.62689,482.62689,1,0,1,482.62689,2026-06-17T19:15:58+00:00,2026-06-17T19:15:58+00:00,2026-06-17T19:15:58+00:00,2026-06-17T19:15:58+00:00,toanhtoanh,Noisy-Intuition
0x206b7eeb5029664ff74f0d8e1c8168675144776b,4,lower-notional future-only YES buyer,BOUGHT_FUTURE_MARKETS_ONLY,1,0,1,0.0,449.999697,449.999697,1,0,1,449.999697,2026-06-17T18:01:01+00:00,2026-06-17T18:01:01+00:00,2026-06-17T18:01:01+00:00,2026-06-17T18:01:01+00:00,hiyar,Jumbo-Experimentation
0x3acce6b28bca8bcb72d4083959383afa68fd06a3,4,lower-notional future-only YES buyer,BOUGHT_FUTURE_MARKETS_ONLY,1,0,2,0.0,448.65,448.65,2,0,2,448.65000000000003,2026-06-16T16:27:37+00:00,2026-06-16T16:34:47+00:00,2026-06-16T16:27:37+00:00,2026-06-16T16:34:47+00:00,Martin66,Ashamed-Salami
0x635d4ea180ca206cb2ae9c02bfbe93583b195025,4,lower-notional future-only YES buyer,BOUGHT_FUTURE_MARKETS_ONLY,1,0,2,0.0,393.0,393.0,2,0,2,393.0,2026-06-16T00:39:19+00:00,2026-06-16T06:23:58+00:00,2026-06-16T00:39:19+00:00,2026-06-16T06:23:58+00:00,PutsOnPeace,Edible-Lot
0xcb59ea1babf3b26ea50088057e427ab0ed8f0a22,4,lower-notional future-only YES buyer,BOUGHT_FUTURE_MARKETS_ONLY,2,0,2,0.0,301.81788,301.81788,2,0,2,301.81788,2026-06-17T15:43:20+00:00,2026-06-17T16:13:43+00:00,2026-06-17T15:43:20+00:00,2026-06-17T16:13:43+00:00,BeneGesseritVoice,Youthful-Tug
0x70bc7d32ca23fe6271100fa28690d536e9f2a453,4,lower-notional future-only YES buyer,BOUGHT_FUTURE_MARKETS_ONLY,1,0,1,0.0,298.8,298.8,1,0,1,298.8,2026-06-17T07:59:29+00:00,2026-06-17T07:59:29+00:00,2026-06-17T07:59:29+00:00,2026-06-17T07:59:29+00:00,Martina11,Variable-Beauty
0x15f7ddbc6ffe08722ddeb64d51e58aef7b8ca018,4,lower-notional future-only YES buyer,BOUGHT_FUTURE_MARKETS_ONLY,1,0,1,0.0,295.7737,295.7737,1,0,1,295.7737,2026-06-16T18:03:19+00:00,2026-06-16T18:03:19+00:00,2026-06-16T18:03:19+00:00,2026-06-16T18:03:19+00:00,idkwhatimdoinggg,Handy-Retina
0x9b645cf105be1c15e5f955f8b06feac8a590015b,4,lower-notional future-only YES buyer,BOUGHT_FUTURE_MARKETS_ONLY,1,0,8,0.0,293.6706,293.6706,8,0,8,293.67060000000004,2026-06-16T13:47:43+00:00,2026-06-16T13:47:47+00:00,2026-06-16T13:47:43+00:00,2026-06-16T13:47:47+00:00,Rakusinec,Majestic-Beard
0xd2494ceb6dad8cf772e550b2bd327c4fbe3210da,4,lower-notional future-only YES buyer,BOUGHT_FUTURE_MARKETS_ONLY,1,0,2,0.0,287.712,287.712,2,0,2,287.712,2026-06-17T19:46:17+00:00,2026-06-17T19:55:17+00:00,2026-06-17T19:46:17+00:00,2026-06-17T19:55:17+00:00,lilgato,Warlike-Cemetery-Timber
0x7fed6777976286e8f927e409f07f22a456ae9664,4,lower-notional future-only YES buyer,BOUGHT_FUTURE_MARKETS_ONLY,1,0,1,0.0,269.999998,269.999998,1,0,1,269.999998,2026-06-17T09:18:23+00:00,2026-06-17T09:18:23+00:00,2026-06-17T09:18:23+00:00,2026-06-17T09:18:23+00:00,VladimirPeace,Questionable-Extinction
0x0d2ea4f8d00f92e280b107e3c87f9dc9b05cf1a2,4,lower-notional future-only YES buyer,BOUGHT_FUTURE_MARKETS_ONLY,1,0,1,0.0,265.734,265.734,1,0,1,265.734,2026-06-17T11:02:59+00:00,2026-06-17T11:02:59+00:00,2026-06-17T11:02:59+00:00,2026-06-17T11:02:59+00:00,pb7,Parched-Color
0x50421cc4cd0f184f346f4eb1d66e29656aaff296,4,lower-notional future-only YES buyer,BOUGHT_FUTURE_MARKETS_ONLY,2,0,4,0.0,254.897,254.897,4,0,4,254.897,2026-06-16T11:18:01+00:00,2026-06-17T18:01:43+00:00,2026-06-16T11:18:01+00:00,2026-06-17T18:01:43+00:00,Rocker42026,Vicious-Bowl
0x1cdd071bb612de6d66d0c882b676c663697de595,4,lower-notional future-only YES buyer,BOUGHT_FUTURE_MARKETS_ONLY,1,0,8,0.0,236.01,236.01,8,0,8,236.01,2026-06-15T18:26:49+00:00,2026-06-16T03:00:36+00:00,2026-06-15T18:26:49+00:00,2026-06-16T03:00:36+00:00,Lavincey,Firsthand-Eaglet
0xbacd00c9080a82ded56f504ee8810af732b0ab35,4,lower-notional future-only YES buyer,BOUGHT_FUTURE_MARKETS_ONLY,8,0,13,0.0,235.219982,235.219982,1,0,1,199.6,2026-06-17T17:54:41+00:00,2026-06-17T17:54:41+00:00,2026-04-22T20:14:04+00:00,2026-06-17T17:54:41+00:00,ScottyNooo,Dearest-Agenda
0xe9354d07f8dade79f8fd9c0b64c15d98d2423991,4,lower-notional future-only YES buyer,BOUGHT_FUTURE_MARKETS_ONLY,3,0,11,0.0,232.556,232.556,11,0,11,232.556,2026-06-17T00:28:16+00:00,2026-06-17T18:02:50+00:00,2026-06-17T00:28:16+00:00,2026-06-17T18:02:50+00:00,lukapol,Scholarly-Curd
0x751450fa3167f00422d61eeefe5e85ad41245dd2,4,lower-notional future-only YES buyer,BOUGHT_FUTURE_MARKETS_ONLY,1,0,10,0.0,224.898417,224.898417,10,0,10,224.898417,2026-06-17T18:01:47+00:00,2026-06-17T18:13:25+00:00,2026-06-17T18:01:47+00:00,2026-06-17T18:13:25+00:00,,
0x3d03c46d2e4594ea6fa03f7b571342d8ee249d52,4,lower-notional future-only YES buyer,BOUGHT_FUTURE_MARKETS_ONLY,5,0,18,0.0,219.78202,219.78202,17,0,17,218.06172,2026-06-17T07:52:07+00:00,2026-06-17T07:59:31+00:00,2026-05-08T23:48:35+00:00,2026-06-17T07:59:31+00:00,,
0xd837a0de2c7298045b8a1ecceb367ecd0f0b2af7,4,lower-notional future-only YES buyer,BOUGHT_FUTURE_MARKETS_ONLY,2,0,5,0.0,177.429318,177.429318,5,0,5,177.429318,2026-06-17T18:37:35+00:00,2026-06-17T20:04:01+00:00,2026-06-17T18:37:35+00:00,2026-06-17T20:04:01+00:00,,
0x28a1e9360a5bb650d42a57ee114fc03e29cb7809,4,lower-notional future-only YES buyer,BOUGHT_FUTURE_MARKETS_ONLY,1,0,1,0.0,157.842,157.842,1,0,1,157.842,2026-06-17T02:10:45+00:00,2026-06-17T02:10:45+00:00,2026-06-17T02:10:45+00:00,2026-06-17T02:10:45+00:00,Lookwhales,Horrible-Fennel
0xe6940b14e6652d9f2c6b774e3eb4b35ceeee7e7c,4,lower-notional future-only YES buyer,BOUGHT_FUTURE_MARKETS_ONLY,3,0,4,0.0,157.32252,157.32252,4,0,4,157.32252000000003,2026-06-17T15:10:37+00:00,2026-06-17T21:56:49+00:00,2026-06-17T15:10:37+00:00,2026-06-17T21:56:49+00:00,4-testfollower-hm7,Steep-Treat
